[1775648702] INFO [prep-sidecar 2026-04-08T11:45:02.454Z] ensureRunning called (db=/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/agrafes_demo.db)
[1775648702] INFO [prep-sidecar 2026-04-08T11:45:02.454Z] checking sidecar portfile at /Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/.agrafes_sidecar.json
[1775648702] INFO [prep-sidecar 2026-04-08T11:45:02.466Z] spawning new sidecar process
[1775648702] INFO [prep-sidecar 2026-04-08T11:45:02.469Z] resolved sidecar path candidate: /Users/hsmy/Dev/AGRAFES/tauri-shell/src-tauri/target/debug/multicorpus (exists=false)
[1775648702] INFO [prep-sidecar 2026-04-08T11:45:02.469Z] spawn config | {"at":"2026-04-08T11:45:02.469Z","program":"multicorpus","args":["serve","--db","/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/agrafes_demo.db","--host","127.0.0.1","--port","0","--token","auto"],"cwd":null,"dbPath":"/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/agrafes_demo.db"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.893Z] health polling attempt started | {"baseUrl":"http://127.0.0.1:60967","healthUrl":"http://127.0.0.1:60967/health","attempt":1,"attemptStartedAt":"2026-04-08T11:45:17.893Z","elapsedSincePollStartMs":0}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.893Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/health"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.911Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/health","status":200,"ok":true}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.912Z] health polling attempt OK | {"baseUrl":"http://127.0.0.1:60967","healthUrl":"http://127.0.0.1:60967/health","attempt":1,"status":200,"elapsedMs":19,"totalElapsedMs":19,"payload":{"ok":true,"api_version":"1.6.10","version":"0.6.1","status":"ok","pid":83551,"started_at":"2026-04-08T11:45:15Z","host":"127.0.0.1","port":60967,"portfile":"/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/.agrafes_sidecar.json","token_required":true}}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.913Z] sidecar healthy at http://127.0.0.1:60967 (token=present) | {"tokenSource":"startup_payload","tokenLength":32}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.935Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.935Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.935Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.936Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info"}
[1775648717] WARN [prep-sidecar 2026-04-08T11:45:17.936Z] sidecar command close event while waiting for startup payload | {"code":0,"signal":null,"seenCandidates":1,"lastCandidate":{"run_id":"46d412f2-0ff1-492a-8fc9-2f8d922540ff","status":"already_running","host":"127.0.0.1","port":60967,"pid":83551,"started_at":"2026-04-08T11:45:15Z","portfile":"/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/.agrafes_sidecar.json","token_required":true,"token":"pwglEfBQ5urLdKwWtcODiMgqs42cV2Rc","log":"/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/runs/46d412f2-0ff1-492a-8fc9-2f8d922540ff/run.log","created_at":"2026-04-08T11:45:17Z"},"closedAt":"2026-04-08T11:45:17.936Z"}
[1775648717] WARN [prep-sidecar 2026-04-08T11:45:17.936Z] sidecar process closed | {"pid":83557,"code":0,"signal":null,"closedAt":"2026-04-08T11:45:17.936Z"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.964Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.976Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all"}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.976Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.977Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.978Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info","status":200,"ok":true}
[1775648717] INFO [prep-sidecar 2026-04-08T11:45:17.984Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all","status":200,"ok":true}
[1775648731] INFO [prep-sidecar 2026-04-08T11:45:31.590Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775648731] INFO [prep-sidecar 2026-04-08T11:45:31.622Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775648947] INFO [prep-sidecar 2026-04-08T11:49:07.639Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775648947] INFO [prep-sidecar 2026-04-08T11:49:07.749Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.172Z] ensureRunning called (db=/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/agrafes_demo.db)
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.181Z] checking sidecar portfile at /Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/.agrafes_sidecar.json
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.208Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/health"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.251Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/health","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.251Z] reusing sidecar from portfile (http://127.0.0.1:60967) | {"tokenPresent":true,"tokenLength":32}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.266Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.267Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.267Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.268Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.356Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.357Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.358Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.359Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all"}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.360Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info","status":200,"ok":true}
[1775649430] INFO [prep-sidecar 2026-04-08T11:57:10.362Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all","status":200,"ok":true}
[1775649432] INFO [prep-sidecar 2026-04-08T11:57:12.533Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649432] INFO [prep-sidecar 2026-04-08T11:57:12.538Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649432] INFO [prep-sidecar 2026-04-08T11:57:12.540Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649432] INFO [prep-sidecar 2026-04-08T11:57:12.552Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.167Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.174Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.176Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.179Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.388Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.392Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.393Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.395Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.917Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.926Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.928Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649434] INFO [prep-sidecar 2026-04-08T11:57:14.933Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649435] INFO [prep-sidecar 2026-04-08T11:57:15.133Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649435] INFO [prep-sidecar 2026-04-08T11:57:15.141Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649435] INFO [prep-sidecar 2026-04-08T11:57:15.143Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649435] INFO [prep-sidecar 2026-04-08T11:57:15.147Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649444] INFO [prep-sidecar 2026-04-08T11:57:24.137Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649444] INFO [prep-sidecar 2026-04-08T11:57:24.253Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649444] INFO [prep-sidecar 2026-04-08T11:57:24.265Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649444] INFO [prep-sidecar 2026-04-08T11:57:24.267Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649452] INFO [prep-sidecar 2026-04-08T11:57:32.749Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649452] INFO [prep-sidecar 2026-04-08T11:57:32.767Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649452] INFO [prep-sidecar 2026-04-08T11:57:32.770Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649452] INFO [prep-sidecar 2026-04-08T11:57:32.774Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649455] INFO [prep-sidecar 2026-04-08T11:57:35.017Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649455] INFO [prep-sidecar 2026-04-08T11:57:35.028Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649455] INFO [prep-sidecar 2026-04-08T11:57:35.033Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649455] INFO [prep-sidecar 2026-04-08T11:57:35.036Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649456] INFO [prep-sidecar 2026-04-08T11:57:36.929Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649456] INFO [prep-sidecar 2026-04-08T11:57:36.943Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649456] INFO [prep-sidecar 2026-04-08T11:57:36.945Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649456] INFO [prep-sidecar 2026-04-08T11:57:36.949Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649467] INFO [prep-sidecar 2026-04-08T11:57:47.693Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649467] INFO [prep-sidecar 2026-04-08T11:57:47.709Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649467] INFO [prep-sidecar 2026-04-08T11:57:47.712Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649467] INFO [prep-sidecar 2026-04-08T11:57:47.716Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649471] INFO [prep-sidecar 2026-04-08T11:57:51.828Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649471] INFO [prep-sidecar 2026-04-08T11:57:51.839Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649471] INFO [prep-sidecar 2026-04-08T11:57:51.842Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649471] INFO [prep-sidecar 2026-04-08T11:57:51.847Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649480] INFO [prep-sidecar 2026-04-08T11:58:00.400Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649480] INFO [prep-sidecar 2026-04-08T11:58:00.405Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649480] INFO [prep-sidecar 2026-04-08T11:58:00.413Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all"}
[1775649480] INFO [prep-sidecar 2026-04-08T11:58:00.416Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all","status":200,"ok":true}
[1775649482] INFO [prep-sidecar 2026-04-08T11:58:02.887Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649482] INFO [prep-sidecar 2026-04-08T11:58:02.901Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649482] INFO [prep-sidecar 2026-04-08T11:58:02.904Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649482] INFO [prep-sidecar 2026-04-08T11:58:02.908Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.156Z] ensureRunning called (db=/Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/agrafes_demo.db)
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.165Z] checking sidecar portfile at /Users/hsmy/Dev/AGRAFES/tauri-shell/public/demo/.agrafes_sidecar.json
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.190Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/health"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.236Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/health","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.236Z] reusing sidecar from portfile (http://127.0.0.1:60967) | {"tokenPresent":true,"tokenLength":32}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.252Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.252Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.253Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.253Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.267Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.268Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/corpus/info","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.268Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.269Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents","status":200,"ok":true}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.271Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all"}
[1775649744] INFO [prep-sidecar 2026-04-08T12:02:24.273Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations/all","status":200,"ok":true}
[1775649746] INFO [prep-sidecar 2026-04-08T12:02:26.514Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1"}
[1775649746] INFO [prep-sidecar 2026-04-08T12:02:26.523Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/doc_relations?doc_id=1","status":200,"ok":true}
[1775649746] INFO [prep-sidecar 2026-04-08T12:02:26.526Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6"}
[1775649746] INFO [prep-sidecar 2026-04-08T12:02:26.533Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=6","status":200,"ok":true}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.729Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.736Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.738Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=300"}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.741Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions"}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.743Z] sidecarFetch loopback command success | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=1&limit=300","status":200,"ok":true}
[1775649751] INFO [prep-sidecar 2026-04-08T12:02:31.744Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/exceptions","status":200,"ok":true}
[1775649778] INFO [prep-sidecar 2026-04-08T12:02:58.856Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview"}
[1775649778] INFO [prep-sidecar 2026-04-08T12:02:58.881Z] sidecarFetch loopback command success | {"method":"POST","url":"http://127.0.0.1:60967/curate/preview","status":200,"ok":true}
[1775649778] INFO [prep-sidecar 2026-04-08T12:02:58.881Z] sidecarFetch loopback via sidecar_fetch_loopback command | {"method":"GET","url":"http://127.0.0.1:60967/documents/preview?doc_id=2&limit=300"}
